Name,Description,Comedy,Crime,Drama,Romance,Action and Adventure,Documentary and History,Family and Animation,Fantasy and Sci-Fi,Horror and Thriller,Combined
Alimony,A promising young composer is tempted away from his devoted wife by a fortune-seeking woman who cares more for his prospects than for him.,0,1,1,0,0,0,0,0,0,promise young composer tempt away devote wife fortune seek woman care prospect father daughter relationship investigation deception alimony racket
Kelly&apos;s Heroes,A group of U.S. soldiers sneaks across enemy lines to get their hands on a secret stash of Nazi treasure.,1,0,0,0,1,0,0,0,0,group u soldier sneak enemy line get hand secret stash nazi treasure th century world war soldier soldier u soldier
Kvarteret Korpen,An aspiring young writer lives in a bleak working class block in the late 1930s.,0,0,1,0,0,0,0,0,0,aspire young writer live bleak work class block late poverty funeral procession ambulance cemetery grave
La grande bouffe,A group of men go to a villa in the French countryside where they resolve to eat themselves to death.,1,0,1,0,0,0,0,0,0,group men go villa french countryside resolve eat death decadence lesbian prostitute paris france nihilism gastronomy
Savannah Smiles,"Savannah is the only child of a wealthy politician, Richard Driscoll, who is more concerned with his image and career than with his family.",1,0,0,0,0,0,1,0,0,savannah child wealthy politician richard driscoll concern image career family politician run runaway child runaway little girl
Fort Defiance,"A former Civil War solider bent on killing the man whose surrender got his brother killed, later finds out a rancher wants that same man and his blind brother killed.",0,0,0,0,1,0,0,0,0,former civil war solider bend kill man whose surrender get brother kill later find rancher want man blind brother kill horseback chase letter write fort defiance arizona arizona territory confederate soldier
L&apos;appuntamento,A middle-aged man manages to get an appointment at the home of a beautiful and young colleague.,1,0,0,0,0,0,0,0,0,middle age man manage get appointment home beautiful young colleague home
Il sindacalista,"The misadventures of Saverio Ravizzi, a Sicilian worker who escapes death during a demonstration and therefore finds a new job in a factory in Bergamo. The man begins to mobilize his fellow workers for better working conditions, u...",1,0,0,0,0,0,0,0,0,misadventures saverio ravizzi sicilian worker escape death demonstration therefore find new job factory bergamo man begin mobilize fellow workers better work condition u sicilian industrial town
Way Out West,"Stanley and Ollie are enlisted to deliver the deed to a goldmine in a small village, only for it to be stolen.",1,0,0,0,1,0,1,0,0,stanley ollie enlist deliver deed goldmine small village steal noise night cigarette smoke gold mine
National Lampoon&apos;s Christmas Vacation,The Griswold family&apos;s plans for a big family Christmas predictably turn into a big disaster.,1,0,0,0,0,0,0,0,0,griswold family plan big family christmas predictably turn big disaster christmas sequel holiday christmas gather sexy woman
The Passionate Friends,An armament king&apos;s wife kills herself to save her MP lover from a divorce scandal.,0,0,1,1,0,0,0,0,0,armament king wife kill save mp lover divorce scandal base work h g well melodrama base novel
Twister,"Bill and Jo Harding, advanced storm chasers on the brink of divorce, must join together to create an advanced weather alert system by putting themselves in the cross-hairs of extremely violent tornadoes.",0,0,0,0,1,0,0,0,1,bill jo harding advance storm chasers brink divorce must join together create advance weather alert system put cross hairs extremely violent tornadoes crash car house drive theater drive movie storm chaser disaster
Valley of the Dolls,Film version of Jacqueline Susann&apos;s best-selling novel chronicling the rise and fall of three young women in show business.,0,0,1,1,0,0,0,0,0,film version jacqueline susann best sell novel chronicle rise fall young women show business show business manhattan new york city pill pop price fame drug addiction
Best Friends,"Two childhood friends and their girlfriends go on a road trip. One of them is planning to get married, but the other is not happy about that, and will do anything to sabotage his friend&apos;s relationship.",0,0,1,0,0,0,0,0,0,childhood friends girlfriends go road trip plan get marry happy anything sabotage friend relationship cult film voyeur voyeurism road movie best friend
Ghostland,"A mother of two who inherits a house is confronted with murderous intruders on the first night in their new home and fights for her daughters&apos; lives. Sixteen years later when the daughters reunite at the house, things get really s...",0,0,1,0,0,0,0,0,1,mother inherit house confront murderous intruders first night new home fight daughters live sixteen years later daughters reunite house things get really dream sequence sister sister relationship mother daughter relationship doll blood
Dante&apos;s Peak,"A volcanologist arrives at a countryside town recently named the second-most desirable place to live in America, and discovers that the long-dormant volcano, Dante&apos;s Peak, may wake up at any moment.",0,0,0,0,1,0,0,0,1,volcanologist arrive countryside town recently name second desirable place live america discover long dormant volcano dante peak wake moment volcanologist volcanic eruption tragic event natural disaster earthquake
Iron Eagle,"A young pilot plans a rescue mission when his father, an Air Force Colonel, is shot down over enemy territory and captured.",0,0,0,0,1,0,0,0,1,young pilot plan rescue mission father air force colonel shoot enemy territory capture aircraft pilot military pilot fighter plane jet seater aircraft
Seven Samurai: Origins and Influences,This documentary made by the Criterion Collection examines the history of the Samurai in Japan. Also looks at what inspired Kurosawa to make his masterpiece 1954 film Seven Samurai in a post WW2 Japan.,0,0,0,0,0,1,0,0,0,documentary make criterion collection examine history samurai japan look inspire kurosawa make masterpiece film samurai post ww japan nan
Beyond the Black Rainbow,"Despite being under heavy sedation, a young woman tries to make her way out of the Arboria Institute, a secluded, quasifuturistic commune.",0,0,0,0,0,0,0,1,1,despite heavy sedation young woman try make way arboria institute seclude quasifuturistic commune kubrickian deeply disturb person disturb person drive insane escape
Wilde,The turmoil in poet/playwright Oscar Wilde&apos;s life after he discovers his homosexuality.,0,0,1,1,0,1,0,0,0,turmoil poet playwright oscar wilde life discover homosexuality gay protagonist hypocrisy scandal male pubic hair male nudity
This Is the Sea,"Hazel is a Protestant and Malachy a Catholic. Romance between them is threatened by Rohan, who wants Malachy to be recruited and fight for the cause, and by Hazel&apos;s brother Jef, who spies on her meetings.",0,0,1,1,0,0,0,0,0,hazel protestant malachy catholic romance threaten rohan want malachy recruit fight cause hazel brother jef spy meet catholic protestant northern ireland ireland f rat
TwentyFourSeven,"In a typical English working-class town, the juveniles have nothing more to do than hang around in gangs. One day, Alan Darcy, a highly motivated man with the same kind of youth experience, starts trying to get the young people of...",1,0,1,1,0,0,0,0,0,typical english work class town juveniles nothing hang around gang day alan darcy highly motivate man kind youth experience start try get young people cigarette smoke knock unconscious timeframe gang fight
